Model Name,File Name,Question,Choices,Model Response,Correct Answer,Predicted Answer
gpt-4o,./data/data_BDA.json,인공신경망에 대한 설명으로 가장 알맞지 않은 것은?,"선택지:
1번 - 인공신경망에서 역전파는 입력층(Input Layer)에서 출력층(Output Layer)까지 정보가 전달되는 과정이다.
2번 - 인공신경망은 입력값을 받아서 출력값을 만들기 위해 촬성화 함수를 사용한다.
3번 - 인공신경망은 사람 두뇌의 신경세포인 뉴런이 전기신호를 전달하는 모습을 모방한 기계학습 모델이다.
4번 - 활성화 함수는 순 입력함수로부터 전달받은 값을 출력값으로 변환해 주는 함수이다.",1. 인공신경망에서 역전파는 입력층(Input Layer)에서 출력층(Output Layer)까지 정보가 전달되는 과정이다.,1,1
gpt-4o,./data/data_BDA.json,활성화 함수 중 단층 신경망에서 해결할 수 없는 것은?,"선택지:
1번 - AND
2번 - OR
3번 - NOR
4번 - XOR",4. XOR,4,4
gpt-4o,./data/data_BDA.json,로지스틱 회귀 모형에 대한 설명으로 옳은 것은?,"선택지:
1번 - 설명변수가 한 개인 경우 종형 그래프를 가진다.
2번 - 설명변수는 모두 연속형이어야 한다.
3번 - 연속형 반응변수에 대해서도 적용할 수 있다.
4번 - 분류의 목적으로 사용될 수 있다.",4. 분류의 목적으로 사용될 수 있다.,4,4
gpt-4o,./data/data_BDA.json,딥러닝에 대한 설명으로 옳은 것은?,"선택지:
1번 - 오차역전파를 사용한다.
2번 - ReLU보다 Sigmoid를 사용한다.
3번 - 딥러닝은 각 은닉층의 가중치를 통해 모형의 결과를 해석하기 용이하다.
4번 - Dropout은 무작위 비율로 신경망을 제거한다.",1. 오차역전파를 사용한다.,1,1
gpt-4o,./data/data_BDA.json,PCA에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 차원 축소는 고윳값이 낮은 순으로 정렬해서, 높은 고윳값을 가진 고유벡터만으로 데이터를 복원한다.
2번 - 변동 폭이 작은 축을 선택한다.
3번 - 축들은 서로 직교되어 있다.
4번 - 주성분은 상관성이 높은 변수들을 요약, 축소하는 기법이다.","1. 차원 축소는 고윳값이 낮은 순으로 정렬해서, 높은 고윳값을 가진 고유벡터만으로 데이터를 복원한다.",2,1
gpt-4o,./data/data_BDA.json,"CNN에서 원본 이미지가 5X5에서 Stride가 1이고, 필터가 3X3일 때 Feature Map은 무엇인가?","선택지:
1번 - (1,1)
2번 - (2,2)
3번 - (3,3)
4번 - (4,4)","(3,3)",3,3
gpt-4o,./data/data_BDA.json,랜덤 포레스트에 대한 설명으로 적절하지 않은 것은?,"선택지:
1번 - 훈련을 통해 구성해놓은 다수의 나무들로부터 투표를 통해 분류 결과를 도출한다.
2번 - 분류기를 여러 개 쓸수록 성능이 좋아진다.
3번 - 트리의 수가 많아지면 Overfit 된다.
4번 - 여러 개의 의사결정 트리가 모여서 랜덤 포레스트 구조가 된다.",3. 트리의 수가 많아지면 Overfit 된다.,3,3
gpt-4o,./data/data_BDA.json,"다음 중 훈련 데이터에서 다수의 부트스트랩(Bootstrap)자료를 생성하고, 각 자료를 모델링한 후 결합하여 최종 예측 모형을 만드는 앙상블 기법으로 가장 알맞은 것은?","선택지:
1번 - 배깅
2번 - 부스팅
3번 - 보팅
4번 - 의사결정나무",1. 배깅,1,1
gpt-4o,./data/data_BDA.json,다음 중 은닉층이 순환적으로 연결된 것은 무엇인가?,"선택지:
1번 - CNN
2번 - ANN
3번 - RNN
4번 - DNN",3. RNN,3,3
gpt-4o,./data/data_BDA.json,다음 중 심층신경망에 대한 설명으로 가장 알맞지 않은 것은 무엇인가?,"선택지:
1번 - 은닉층이 1개 존재한다.
2번 - 오차 역전파를 사용한다.
3번 - 시그모이드는 오차 역전파로 결과 해석이 어렵다.
4번 - 은닉층(Hidden Layer)를 심층(Deep)으로 구성한다.",1. 은닉층이 1개 존재한다.,1,1
gpt-4o,./data/data_BDA.json,배깅에 대한 설명으로 알맞지 않은 것은?,"선택지:
1번 - 편향이 낮은 과소적합 모델에 효과적이다.
2번 - 편향이 높은 과대적합 모델에 효과적이다.
3번 - 훈련 데이터에서 다수의 부트스트랩 자료를 생성하고 각 부트스트랩 자료를 결합하여 최종 예측 모형을 만드는 알고리즘이다.
4번 - 가중치를 활용하여 약 분류기를 강 분류기로 만드는 방법이다.",답: 4. 가중치를 활용하여 약 분류기를 강 분류기로 만드는 방법이다.,4,4
gpt-4o,./data/data_BDA.json,차원 축소 기법인 PCA(Principal Component Analysis)에 대한 설명으로 가장 올바르지 않은 것은?,"선택지:
1번 - 선형 결합한다.
2번 - 변동이 큰 축을 기준으로 한 차원씩 선택한다.
3번 - 이산형 변수에 사용할 수 있다.
4번 - 차원 축소를 통해 원본 데이터를 직관적으로 파악할 수 있다.",3. 이산형 변수에 사용할 수 있다.,4,3
gpt-4o,./data/data_BDA.json,주성분 분석에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 주성분 분석은 서로 상관성이 높은 변수들의 선형 결합으로 만들어 기존의 상관성이 높은 변수들을 요약, 축소하는 기법이다.
2번 - 분산이 가장 작은 것을 제1 주성분으로 한다.
3번 - 주성분 분석은 고윳값, 고유벡터를 통해 분석한다.
4번 - 주성분 분석의 목적 중 하나는 데이터를 이해하기 위한 차원 축소이다.",2. 분산이 가장 작은 것을 제1 주성분으로 한다.,2,2
gpt-4o,./data/data_BDA.json,다음 중 앙상블에서 베이스 모형의 독립성을 최적화하기 위한 방법으로 가장 알맞지 않은 것은?,"선택지:
1번 - 입력변수를 다양하게 한다.
2번 - 테스트 데이터를 다르게 한다.
3번 - 서로 다른 알고리즘을 사용한다.
4번 - 초매개변수를 다양하게 한다.",2. 테스트 데이터를 다르게 한다.,2,2
gpt-4o,./data/data_BDA.json,다음 중 순환 신경망(RNN)에서 발생하는 GV(기울기 소실) GE(기울기 폭발)에 대한 설명으로 가장 알맞은 것은?,"선택지:
1번 - 기울기 클리핑(Gradient Clipping)은 기울기 소실을 막기 위해 기울기 값을 자르는 방법이다.
2번 - 기울기 소실이란 오차역전파 과정에서 입력층으로 갈수록 가중치에 따른 결괏값의 기울기가 작아져 0에 수렴하는 문제이다.
3번 - RNN은 LSTM(Long Short Term Memory)의 장기의존성 문제를 보완하기 위한 알고리즘이다.
4번 - 순환 신경망은 입력 게이트, 망각 게이트, 출력 게이트로 구성된다.",기울기 소실이란 오차역전파 과정에서 입력층으로 갈수록 가중치에 따른 결괏값의 기울기가 작아져 0에 수렴하는 문제이다.,2,2
gpt-4o,./data/data_BDA.json,오토인코더에 대한 설명으로 가장 알맞지 않은 것은?,"선택지:
1번 - 비지도학습 신경망이다.
2번 - 인코더는 차원 축소의 역할을 한다.
3번 - 입력층 노드 개수는 출력층 노드 개수보다 커야한다.
4번 - 인코드 입력 노드 개수는 디코드 출력 노드 개수와 동일하다.",입력층 노드 개수는 출력층 노드 개수보다 커야한다.,3,3
gpt-4o,./data/data_BDA.json,주성분 분석(PCA)에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 대표적인 차원 축소 방법이다.
2번 - 고윳값 분해와 특이값 분해 등의 수학적 행렬 분해를 이용한다.
3번 - 고차원 데이터를 저차원 데이터로 직교 변환한다.
4번 - 원본 비음수 행렬은 비음수 행렬의 곱으로 표현한다.","Question: 주성분 분석(PCA)에 대한 설명으로 옳지 않은 것은?
Choices: 
1. 대표적인 차원 축소 방법이다.
2. 고윳값 분해와 특이값 분해 등의 수학적 행렬 분해를 이용한다.
3. 고차원 데이터를 저차원 데이터로 직교 변환한다.
4. 원본 비음수 행렬은 비음수 행렬의 곱으로 표현한다.

The incorrect description of PCA is:
4. 원본 비음수 행렬은 비음수 행렬의 곱으로 표현한다. 

Explanation: The 4th choice describes Non-negative Matrix Factorization (NMF), not PCA. PCA does not specifically deal with non-negativity in its decomposition.",4,4
gpt-4o,./data/data_BDA.json,다음 중 RNN의 장기 의존성 문제를 해결하였으며 리셋 게이트와 업데이트 게이트로 구성된 모형은 무엇인가?,"선택지:
1번 - 단방향 RNN
2번 - 양방향 RNN
3번 - LSTM
4번 - GRU",4. GRU,4,4
gpt-4o,./data/data_BDA.json,다음 중 자연어 처리(NLP) 기법으로 가장 적합하지 않은 것은?,"선택지:
1번 - ELMo
2번 - GPT
3번 - BERT
4번 - YOLO",4. YOLO,4,4
gpt-4o,./data/data_BDA.json,딥러닝의 트랜스포머(Transformer)의 구성요소로 가장 알맞지 않은 것은?,"선택지:
1번 - 망각 게이트
2번 - 셀프 어텐션
3번 - 멀티헤드 셀프 어텐션
4번 - 포지셔널 인코딩",1. 망각 게이트,1,1
gpt-4o,./data/data_BDA.json,다음 중 부스팅에 대한 설명으로 가장 옳지 않은 것은?,"선택지:
1번 - 예측력이 약한 모형들을 결합하여 강한 예측 모형을 만드는 방법이다.
2번 - 잘못 분류된 개체들에 가중치를 적용, 새로운 분류 규칙을 만들고, 이 과정을 반복해 최종 모형을 만드는 알고리즘이다.
3번 - 학습 데이터를 병렬적으로 학습하며 잘못 분류된 데이터에 가중치를 부여한다.
4번 - 일반적으로 보팅(Voting)을 통하여 결과를 예측한다.",4. 일반적으로 보팅(Voting)을 통하여 결과를 예측한다.,3,4
gpt-4o,./data/data_BDA.json,다음 중 랜덤 포레스트에 대한 설명으로 가장 옳지 않은 것은?,"선택지:
1번 - 배깅을 이용한 알고리즘의 하나이다.
2번 - 무작위성을 주어 약한 학습기들을 생성한 후 이를 선형 결합하여 최종 학습기를 만드는 방법이다.
3번 - 부트스트랩을 통해 조금씩 다른 훈련 데이터에 대해 훈련된 기초 분류기들을 결합시키는 방법을 사용한다.
4번 - 기본적으로 모든 데이터를 이용하여 학습한다.",4. 기본적으로 모든 데이터를 이용하여 학습한다.,4,4
gpt-4o,./data/data_BDA.json,다음 중 가중치를 부여하는 앙상블 기법으로 가장 적합한 것은?,"선택지:
1번 - 배깅
2번 - 부스팅
3번 - 보팅
4번 - 가지치기",3. 보팅,2,3
gpt-4o,./data/data_BDA.json,다음 중 경사 하강법과 관련된 알고리즘으로 옳지 않은 것은?,"선택지:
1번 - Adaboost
2번 - RMSProp
3번 - Adagrad
4번 - Nesterov Momentum",1. Adaboost,1,1
gpt-4o,./data/data_BDA.json,다음 중 과대 적합 방지 기법이 아닌 것은?,"선택지:
1번 - 정규화(Regularization)
2번 - Dropout
3번 - 배치 정규화(Batch Normalization)
4번 - Max Pooling",4. Max Pooling,4,4
gpt-4o,./data/data_BDA.json,다음 중 인공신경망에서 드롭아웃(Dropout)과 같은 효과를 나타내는 것은 무엇인가?,"선택지:
1번 - 학습률 조정
2번 - 활성화 함수 변경
3번 - 은닉층 수 감소
4번 - 부스팅","드롭아웃(Dropout)은 인공신경망에서 과적합을 방지하기 위해 학습 중에 무작위로 일부 뉴런을 비활성화하는 기법입니다. 이는 모델의 복잡도를 줄여 과적합을 완화하는 데 도움이 됩니다. 이에 유사한 효과를 나타내는 것은 모델의 복잡성을 줄이는 방법이므로, 은닉층 수 감소가 드롭아웃과 비슷한 효과를 나타냅니다. 따라서, 답은:

3. 은닉층 수 감소",3,3
gpt-4o,./data/data_BDA.json,다음 중 과대 적합에 대한 설명으로 올바르지 않은 것은?,"선택지:
1번 - 데이터 수를 늘리게 되면 과대 적합 상태가 된다.
2번 - 과대 적합은 학습 데이터와 검증 데이터 간 성능 차이가 크다.
3번 - 과대 적합, 과소 적합 모두 모델과의 일반화 능력을 저하시켜 균형을 찾는 것이 중요하다.
4번 - 학습 데이터에 적합하게 학습되어 학습 데이터에 대한 성능은 우수하지만, 검증 데이터에 대한 성능은 저하되는 현상이다.",1. 데이터 수를 늘리게 되면 과대 적합 상태가 된다.,1,1
gpt-4o,./data/data_BDA.json,원-핫 인코딩에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 텍스트 단어에 대해서 벡터를 생성할 수 있다.
2번 - 서로 다른 단어에 대한 내적은 0이다.
3번 - 저장 공간이 효율적이다.
4번 - 원-핫 인코딩은 이산형 벡터이다.",선택지 3: 저장 공간이 효율적이다.,3,3
gpt-4o,./data/data_BDA.json,K-Fold에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 데이터를 K개로 나눈다.
2번 - 1개는 학습용 데이터, (K-1)개는 검증용 데이터로 사용한다.
3번 - K번 반복 수행한다.
4번 - 결과를 K에 다수결 또는 평균으로 분석한다.","정답은 2번, ""1개는 학습용 데이터, (K-1)개는 검증용 데이터로 사용한다.""입니다. 이 설명은 옳지 않습니다. K-Fold 교차 검증에서는 데이터를 K개로 나누고, 그 중 1개를 검증용 데이터로 나머지 (K-1)개를 학습용 데이터로 사용하는 것을 K번 반복하여 다양한 검증 세트를 활용해 모델을 평가합니다.",2,2
gpt-4o,./data/data_BDA.json,"재현율(Recall)이 60%, 정밀도(Precision)가 40%일 때, F1-Score는 어떻게 되는가?","선택지:
1번 - 40%
2번 - 48%
3번 - 50%
4번 - 60%","재현율(Recall)과 정밀도(Precision) 값을 이용하여 F1-Score를 계산할 수 있습니다. F1-Score는 정밀도와 재현율의 조화평균으로 정의됩니다. 

F1-Score는 다음과 같은 공식으로 계산됩니다:

\[ F1 = 2 \times \frac{{\text{{Precision}} \times \text{{Recall}}}}{{\text{{Precision}} + \text{{Recall}}}} \]

주어진 문제에서 재현율(Recall)은 60% 또는 0.6이고, 정밀도(Precision)는 40% 또는 0.4입니다. 이를 공식에 대입하면

\[ F1 = 2 \times \frac{{0.4 \times 0.6}}{{0.4 + 0.6}} \]

\[ F1 = 2 \times \frac{0.24}{1.0} \]

\[ F1 = 0.48 \]

즉, F1-Score는 48%입니다.

따라서, 정답은 2번: 48%입니다.",2,2
gpt-4o,./data/data_exq.json,계층적 군집 방법이 아닌 것은?,"선택지:
1번 - 단일 연결법 (Single Linkage)
2번 - 완전 연결법 (Complete Linkage)
3번 - 평균 연결법 (Average Linkage)
4번 - K-평균 군집화 (K-means Clustering)",4: K-평균 군집화 (K-means Clustering),4,4
gpt-4o,./data/data_exq.json,K-means 군집분석의 설명에 대해 옳은 것은?,"선택지:
1번 - 초기 중심점 선택에 따라 결과가 달라질 수 있다.
2번 - 이상치에 민감하지 않다.
3번 - 범주형 변수에 대해 직접 적용이 가능하다.
4번 - 군집의 개수 K를 사전에 지정할 필요가 없다.",1. 초기 중심점 선택에 따라 결과가 달라질 수 있다.,1,1
gpt-4o,./data/data_exq.json,상관계수에 대한 설명으로 틀린 것은?,"선택지:
1번 - 피어슨 상관계수는 -1에서 1 사이의 값을 가진다.
2번 - 상관계수는 인과관계를 나타낸다.
3번 - 스피어만 상관계수는 순위 데이터에 사용된다.
4번 - 상관계수의 절대값이 클수록 강한 선형관계를 나타낸다.","Question: 상관계수에 대한 설명으로 틀린 것은?
Choices: 
1. 피어슨 상관계수는 -1에서 1 사이의 값을 가진다.
2. 상관계수는 인과관계를 나타낸다.
3. 스피어만 상관계수는 순위 데이터에 사용된다.
4. 상관계수의 절대값이 클수록 강한 선형관계를 나타낸다.

Answer: 2. 상관계수는 인과관계를 나타낸다.",2,2
gpt-4o,./data/data_exq.json,신경망 노드 중 무작위로 노드를 선정하여 다수의 모형을 구성하고 학습한 뒤 각 모형의 결과를 결합해 분류 및 예측하는 기법을 무엇이라고 하는가?,"선택지:
1번 - Mini-Batch
2번 - Bagging
3번 - Drop-out
4번 - AdaBoost",The correct choice is: Bagging,4,2
gpt-4o,./data/data_exq.json,인공신경망에서 동일 입력층에 대해 원하는 값이 출력되도록 각 계층의 가중치를 조정하는 방법은?,"선택지:
1번 - 역전파 알고리즘
2번 - 균등 분배 알고리즘
3번 - 유전 알고리즘
4번 - 은닉층 무시 알고리즘",1. 역전파 알고리즘,1,1
gpt-4o,./data/data_exq.json,자연어처리 도구로 옳지 않은 것은?,"선택지:
1번 - BERT
2번 - GPT
3번 - Transformer
4번 - OpenCV",4: OpenCV,4,4
gpt-4o,./data/data_exq.json,약한 인공지능(weak AI) 및 강한 인공지능(strong AI)에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 약한 인공지능은 특정 문제를 해결할 수 있는 수준의 인공지능을 말한다.
2번 - 강한 인공지능은 인간의 모든 지능적 요소를 가진 인공지능을 말한다.
3번 - 알파고는 강한 인공지능에 속한다.
4번 - 강한 인공지능은 앨런 튜링이 제시한 튜링 테스트를 통과할 수 있다.",3. 알파고는 강한 인공지능에 속한다.,3,3
gpt-4o,./data/data_exq.json,생성 모델에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 생성 모델을 통해 특정 연령, 성별, 안경 유형과 같은 원하는 속성으로 유명인의 얼굴을 바꿀 수 있다.
2번 - 자기 부호화기(auto encoder)로 영상을 생성할 경우, 인코더와 디코더 설계 시 합성곱(convolution)층을 사용할 수 있다.
3번 - 생성적 적대 신경망(또는 적대적 생성 신경망, GAN, Generative Adversarial Networks)이 성공적으로 학습을 완료하면 분별망은 생성망이 만든 영상을 식별할 수 있다.
4번 - 변이형 자기 부호화기(variational auto encoder)는 학습 데이터의 분포를 따르는 새로운 영상을 생성할 수 있다.","3: 생성적 적대 신경망(또는 적대적 생성 신경망, GAN, Generative Adversarial Networks)이 성공적으로 학습을 완료하면 분별망은 생성망이 만든 영상을 식별할 수 있다.",3,3
gpt-4o,./data/data_exq.json,"합성곱 신경망(CNN, Convolutional Neural Network)에 대한 설명으로 옳지 않은 것은?","선택지:
1번 - 이미지 분류 업무에 CNN을 활용할 수 있다.
2번 - CNN 내부에는 여러 개의 합성곱(convolution)층과 풀링(pooling)층을 배치할 수 있다.
3번 - CNN에서는 완전 연결(fully connected)층이 사용되지 않는다.
4번 - CNN에서는 학습 데이터에 과적합(overfitting)되는 문제를 해결하기 위해 드롭아웃(dropout) 기법이 사용될 수 있다.",선택지 3: CNN에서는 완전 연결(fully connected)층이 사용되지 않는다.,3,3
gpt-4o,./data/data_exq.json,생성 모델에 활용되는 자기 부호화기(auto encoder)에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 특징 추출에도 활용된다.
2번 - 지도 학습(supervised learning)에 해당한다.
3번 - 인코더는 차원을 점점 줄이나 디코더는 차원을 점점 늘리기 때문에 출력층에서 원래 차원을 회복한다. 
4번 - 변이형 자기 부호화기(variational auto encoder)는 잠재 변수의 발산을 방지하기 위한 규제화항을 오차에 포함하여 학습한다.",2. 지도 학습(supervised learning)에 해당한다.,2,2
gpt-4o,./data/data_exq.json,기계학습의 성능 향상을 위한 학습 데이터 전처리(preprocessing)기법과 검증 기법에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 데이터 전처리의 한 예로 결손값(missing value) 처리가 있다.
2번 - 원－핫 인코딩(one-hot encoding)에서는 해당 속성값의 특징에 의해 고윳값에 해당하는 위치에만 1을 표시하고 나머지는 0으로 표시한다.
3번 - k-폴드 교차검증(k-fold cross validation)은 주어진 데이터를 k개의 데이터 폴드 집합으로 만든 뒤 다양한 폴드 집합 조합에 대해 학습과 검증 과정을 반복적으로 수행하는 기법이다.
4번 - SMOTE(Synthetic Minority Over-sampling Technique)는 특정 부류(class)에 속하는 학습 데이터가 지나치게 많은 경우, 데이터 일부를 추출하여 제거하는데 사용된다.","4. SMOTE(Synthetic Minority Over-sampling Technique)는 특정 부류(class)에 속하는 학습 데이터가 지나치게 많은 경우, 데이터 일부를 추출하여 제거하는데 사용된다.",4,4
gpt-4o,./data/data_exq.json,"기본 순환 신경망(RNN, Recurrent Neural Network)과 이의 변형 기법에 대한 설명으로 옳지 않은 것은?","선택지:
1번 - RNN은 계층이 깊어질수록 그래디언트 소멸 문제(vanishing gradient problem)가 발생하기 쉽다.
2번 - LSTM(Long Short Term Memory)의 출력은 이전 시점의 입력값과 은닉층의 값뿐만 아니라 이후 시점의 입력값과 은닉층의 값에도 영향을 받는다.
3번 - RNN에서 순환 드롭아웃(recurrent dropout)은 과적합(overfitting)을 방지하기 위해 사용된다.
4번 - GRU(Gated Recurrent Unit)는 LSTM과 유사한 원리로 동작하지만, 게이트 수를 줄여 더 간결한 구조를 갖는다.",2. LSTM(Long Short Term Memory)의 출력은 이전 시점의 입력값과 은닉층의 값뿐만 아니라 이후 시점의 입력값과 은닉층의 값에도 영향을 받는다.,2,2
gpt-4o,./data/data_exq.json,그래디언트 소멸 문제(vanishing gradient problem)에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 특정 활성화 함수를 사용하는 계층이 신경망에 많이 추가되면 학습이 되지 않는 현상을 말한다.
2번 - 0이나 0에 가까운 수가 시그모이드(sigmoid) 함수에 들어오면 그래디언트가 0에 가까워 학습이 되지 않는다.
3번 - 그래디언트의 절댓값이 너무 작아지면 학습이 되지 않아 가중치(weight)와 편향(bias) 값들이 효과적으로 업데이트 되지 못한다.
4번 - 그래디언트 소멸 문제를 해결하기 위해 DNN(Deep Neural Network)에서는 활성화 함수로 ReLU 함수를 사용한다.",1. 특정 활성화 함수를 사용하는 계층이 신경망에 많이 추가되면 학습이 되지 않는 현상을 말한다.,2,1
gpt-4o,./data/data_exq.json,"다음 설명에 해당하는 자연어처리 기법은? , 주변에 있는 단어를 이용해 중간에 있는 특정 단어를 추론하는 방법으로, 큰 차원으로 표현된 특정 단어의 원－핫 인코딩(one-hot encoding) 벡터를 작은 차원의 실수 벡터로 바꾸어 줄 수 있다.","선택지:
1번 - CBOW(Continuous Bag of Words)
2번 - n-Gram
3번 - Skip-Gram
4번 - TF-IDF(Term Frequency-Inverse Document Frequency) vector",1. CBOW(Continuous Bag of Words),1,1
gpt-4o,./data/data_exq.json,인공지능 활용 분야 중 사용되는 대표 학습 모델이 다른 것은?,"선택지:
1번 - 유명한 화가가 그린 그림의 화풍을 분석하는 것
2번 - 현금 인출기에서 수표에 쓰인 필기체 숫자를 인식하는 것
3번 - 스마트폰에서 연관성이 있는 사진들을 모아 정리해 주는 것
4번 - 사람이 하는 말을 텍스트로 변환해 주는 서비스를 이용하는 것",3. 스마트폰에서 연관성이 있는 사진들을 모아 정리해 주는 것,4,3
gpt-4o,./data/data_exq.json,생성형 인공지능에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 프롬프트(prompt)에 대응하여 텍스트, 이미지 등을 생성한다. 
2번 - 주요 생성형 인공지능 모델로는 ChatGPT, Bard, LLaMa 등이 있다.
3번 - 학습 데이터의 패턴과 구조를 학습하여 유사한 특징이 있는 새로운 데이터를 생성한다.
4번 - 텍스트를 이미지로 변환하는 생성형 모델로는 Stable Diffusion, Neocognitron, DALL-E 등이 대표적이다.","4. 텍스트를 이미지로 변환하는 생성형 모델로는 Stable Diffusion, Neocognitron, DALL-E 등이 대표적이다.",4,4
gpt-4o,./data/data_exq.json,인공지능을 구현하기 위해 필요한 요소 기술에 대한 설명으로 옳지 않은 것은?,"선택지:
1번 - 추론은 현재 상태에서 목표 상태에 도달하기 위해 수행해야 할 일련의 행동 순서를 찾는 것을 의미한다.
2번 - 지식표현은 문제를 해결하거나 심층적인 추론을 하는 데 사용할 수 있도록 지식을 효과적으로 표현하는 방법이다.
3번 - 학습은 경험을 통해 나중에 동일한 문제나 유사한 문제를 더 잘 해결할 수 있도록 시스템의 구조나 파라미터를 바꾸는 것을 의미한다.
4번 - 탐색은 문제의 답이 될 수 있는 것들의 집합을 공간으로 간주하고문제에 대한 최적의 해를 찾기 위해 공간을 체계적으로 검색하는것을 의미한다.",답: 1. 추론은 현재 상태에서 목표 상태에 도달하기 위해 수행해야 할 일련의 행동 순서를 찾는 것을 의미한다.,1,1
gpt-4o,./data/data_exq.json,다음 중 비지도 학습으로 분류되는 것은?,"선택지:
1번 - 선형 회귀(LR, Linear Regression)
2번 - K-평균 알고리즘(K-means algorithm)
3번 - k-최근접 이웃(kNN, k-Nearest Neighbor)
4번 - 서포트 벡터 머신(SVM, Support Vector Machine)",K-평균 알고리즘(K-means algorithm),2,2
